Date,BTCUSD,Avg Block Size,Difficulty,Hashrate,Miner's Revenue,TrFee,TrFee/block,TrFee/day
2010-11-06,0.29,0.000584319086358,3091.73689041,0.0310455970381,2929.0,7.52956298201,1.0,389.0
2010-11-07,0.499999,0.000533507716271,3091.73689041,0.0381153864627,6199.9876,13.9325564045,1.0,445.0
2010-11-08,0.37,0.000803472438535,3091.73689041,0.0401133704305,4828.5,9.69578313253,1.0,498.0
2010-11-09,0.3368,0.000530350208282,4536.35372328,0.0541208080127,4041.6,8.82445414847,1.0,458.0
2010-11-10,0.2667,0.000501291739508,4536.35372328,0.0435221497768,2573.655,6.91842741935,8.0,372.0
2010-11-11,0.24,0.000511000896322,4536.35372328,0.0523167810789,2784.0,6.48951048951,66.0,429.0
2010-11-12,0.251,0.000418501290662,4536.35372328,0.038561075709,2146.05,7.25016891892,1.0,296.0
2010-11-13,0.3,0.000432820080622,4536.35372328,0.0493852373115,3285.0,9.86486486486,1.0,333.0
2010-11-14,0.299,0.000502021372819,4536.35372328,0.0536698012792,3558.1,8.91754385965,46.0,399.0
2010-11-15,0.2828,0.002999223735,4536.35372328,0.049836244045,3124.94,1.68460377358,107.0,1855.0
2010-11-16,0.2827,0.0170293618302,4536.35372328,0.0408161093762,2558.435,0.211668321337,76.0,12087.0
2010-11-17,0.28,0.000481422424316,4536.35372328,0.0563758416798,3500.0,7.55939524838,2.0,463.0
2010-11-18,0.289999,0.000434088616317,4536.35372328,0.0593073854472,3813.48685,8.78683605991,2.0,434.0
2010-11-19,0.283,0.0101105965764,6866.89864897,0.0566649936377,2348.9,0.303828741431,14.0,7731.0
2010-11-20,0.289,0.0231580734253,6866.89864897,0.0392558690864,1661.75,0.134860412271,38.0,12322.0
2010-11-21,0.29,0.0167780558268,6866.89864897,0.0460829767536,1957.79,0.188648101754,7.0,10378.0
2010-11-22,0.282,0.000657284259796,6866.89864897,0.0546168613376,2256.0,5.71139240506,2.0,395.0
2010-11-23,0.2879,0.000678307480282,6866.89864897,0.0491551752038,2072.88,6.13278106509,2.0,338.0
2010-11-24,0.28299,0.003464002867,6866.89864897,0.0631507459216,2617.6575,0.952221716988,2.0,2749.0
2010-11-25,0.28299,0.0123308520568,6866.89864897,0.0518860182707,2150.724,0.365582865885,2.0,5883.0
2010-11-26,0.289,0.0018561133023,6866.89864897,0.069295142822,2933.35,1.90230220493,2.0,1542.0
2010-11-27,0.284399,0.000886375135411,6866.89864897,0.0624680351548,2602.25085,5.31071602041,2.0,490.0
2010-11-28,0.28461,0.000744084277785,6866.89864897,0.0566649936377,2362.263,5.16906564551,2.0,457.0
2010-11-29,0.279,0.000566738956379,6866.89864897,0.0723673412723,2957.4,6.79862068966,1.0,435.0
2010-11-30,0.275,0.00063229515439,8078.19525793,0.0843295455224,2887.5,6.34615384615,1.0,455.0
2010-12-01,0.225,0.000763445924231,8078.19525793,0.0710777597974,1991.25,3.94306930693,1.0,505.0
2010-12-02,0.25,0.000778351423036,8078.19525793,0.0775028680277,2412.5,5.11122881356,2.0,472.0
2010-12-03,0.2553,0.000652397672335,8078.19525793,0.0771012987633,2450.88,5.96321167883,2.0,411.0
2010-12-04,0.2589,0.000536095606138,8078.19525793,0.0879436689019,2834.955,7.05212686567,2.0,402.0
2010-12-05,0.235,0.000505287106298,8078.19525793,0.0955734849254,2796.5,6.41399082569,2.0,436.0
2010-12-06,0.225,0.000470793247223,8078.19525793,0.0963766234541,2700.0,6.04026845638,2.0,447.0
2010-12-07,0.226,0.000646959558577,8078.19525793,0.0935656386034,2632.9,4.8045620438,3.0,548.0
2010-12-08,0.2477,0.000658208673651,8078.19525793,0.0927625000746,2860.935,5.32762569832,4.0,537.0
2010-12-09,0.2388,0.00059712600708,8078.19525793,0.100392316098,2985.0,5.78488372093,4.0,516.0
2010-12-10,0.204,0.000684687296549,12251.9997604,0.0913575317386,1530.0,4.00523560209,3.0,382.0
2010-12-11,0.2275,0.000862770302351,12251.9997604,0.104756636394,1956.5,3.88194444444,2.0,504.0
2010-12-12,0.228,0.000881924026314,12251.9997604,0.105974736817,1983.6,3.5170212766,2.0,564.0
2010-12-13,0.22748,0.00141904228612,12251.9997604,0.0925756321617,1728.848,2.39121438451,2.0,723.0
2010-12-14,0.23,0.00132423822134,12251.9997604,0.0992751844892,1874.5,2.74450951684,2.0,683.0
2010-12-15,0.2468,0.000919214174068,12251.9997604,0.109019987875,2208.86,3.62108196721,5.0,610.0
2010-12-16,0.2459,0.000748408738003,12251.9997604,0.113283339356,2286.87,4.37260038241,3.0,523.0
2010-12-17,0.255,0.000775750661861,12251.9997604,0.105365686605,2205.75,4.3851888668,4.0,503.0
2010-12-18,0.249,0.00102955781961,12251.9997604,0.0962299334313,1967.1,4.22124463519,3.0,466.0
2010-12-19,0.2499,0.000974738079569,12251.9997604,0.112065238933,2299.08,4.20307129799,3.0,547.0
2010-12-20,0.275,0.00155507093705,12251.9997604,0.0968389836429,2186.25,2.34073875803,3.0,934.0
2010-12-21,0.26909,0.000852057171352,12251.9997604,0.119982891683,2650.5365,4.30281899351,4.0,616.0
2010-12-22,0.267,0.00120639801025,14484.1623612,0.113761835381,2109.3,3.32697160883,3.0,634.0
2010-12-23,0.25,0.0011138049039,14484.1623612,0.102961661136,1787.5,3.23822463768,3.0,552.0
2010-12-24,0.25,0.00106192906698,14484.1623612,0.10800174245,1875.0,3.24394463668,3.0,578.0
2010-12-25,0.25,0.000842447634096,14484.1623612,0.116641881846,2025.0,3.64864864865,3.0,555.0
2010-12-26,0.269999,0.0011771130724,14484.1623612,0.105841707601,1984.49265,3.05306561538,3.0,650.0
2010-12-27,0.265,0.000908608762374,14484.1623612,0.11592187023,2133.25,4.20759368836,3.0,507.0
2010-12-28,0.28,0.00109926483335,14484.1623612,0.121681963161,2366.0,4.05136986301,3.0,584.0
2010-12-29,0.301,0.0010119371636,14484.1623612,0.12384199801,2588.6,4.0383775351,5.0,641.0
2010-12-30,0.299999,0.00106694698334,14484.1623612,0.115201858614,2399.992,4.4280295203,8.0,542.0
2010-12-31,0.299999,0.000940235649667,14484.1623612,0.118081905079,2459.9918,4.24869050086,7.0,579.0
2011-01-01,0.299998,0.000962327035625,14484.1623612,0.128162067708,2669.9822,4.49491952862,5.0,594.0
2011-01-02,0.299996,0.000938489702013,14484.1623612,0.12960209094,2699.964,4.55305902192,6.0,593.0
2011-01-03,0.299998,0.00178570282169,16307.4209385,0.132945991858,2459.9836,2.88391981243,7.0,853.0
2011-01-04,0.299899,0.00229566198,16307.4209385,0.115111773438,2129.2829,1.71439847021,7.0,1242.0
2011-01-05,0.298998,0.00212855656942,16307.4209385,0.121596943773,2242.485,1.88127936242,8.0,1192.0
2011-01-06,0.299,0.00173015983737,16307.4209385,0.119165004897,2197.65,2.58547058824,7.0,850.0
2011-01-07,0.322,0.00158369541168,16307.4209385,0.116733066022,2318.4,2.63454545455,7.0,880.0
2011-01-08,0.322898,0.00187461078167,16307.4209385,0.155644088029,3099.8208,2.22688275862,6.0,1392.0
2011-01-09,0.322998,0.00204563768286,16307.4209385,0.123218236356,2454.7848,2.05765699916,7.0,1193.0
2011-01-10,0.329,0.00222018236172,16307.4209385,0.135377930734,2747.15,2.02293814433,5.0,1358.0
2011-01-11,0.329,0.00218399071399,16307.4209385,0.131324699274,2664.9,2.1116481775,5.0,1262.0
2011-01-12,0.35,0.00197351193,16307.4209385,0.135377930734,2922.5,2.3702351987,4.0,1233.0
2011-01-13,0.405,0.00182562132139,16307.4209385,0.149969563986,3746.25,2.9474822974,5.0,1271.0
2011-01-14,0.45,0.00208755471241,16307.4209385,0.141052454776,3915.0,3.046692607,5.0,1285.0
2011-01-15,0.4,0.00160682478616,18437.6443922,0.15764492714,3440.0,3.69098712446,5.0,932.0
2011-01-16,0.4,0.00188724980878,18437.6443922,0.158561467414,3460.0,3.36903602726,5.0,1027.0
2011-01-17,0.4,0.00130155045173,18437.6443922,0.158561467414,3460.0,4.24019607843,8.0,816.0
2011-01-18,0.38679,0.00166999376737,18437.6443922,0.142980282755,3016.962,3.46777241379,6.0,870.0
2011-01-19,0.3401,0.00158999599306,18437.6443922,0.16222762851,3009.885,3.1126008273,7.0,967.0
2011-01-20,0.3675,0.00140150388082,18437.6443922,0.153978766044,3087.0,3.64462809917,6.0,847.0
2011-01-21,0.44,0.0017365712798,18437.6443922,0.163144168784,3916.0,3.74021012416,5.0,1047.0
2011-01-22,0.4299,0.00307309918287,18437.6443922,0.150312604947,3525.18,2.46343815514,5.0,1431.0
2011-01-23,0.4443,0.00219019160551,18437.6443922,0.155811846592,3776.55,3.51961789376,6.0,1073.0
2011-01-24,0.443,0.00226669841343,18437.6443922,0.164977249333,3987.0,2.98875562219,8.0,1334.0
2011-01-25,0.425,0.00183702126527,18437.6443922,0.142980282755,3315.0,3.43523316062,13.0,965.0
2011-01-26,0.425,0.00140284024752,18437.6443922,0.178725353444,4143.75,4.20685279188,12.0,985.0
2011-01-27,0.4174,0.00184215307236,22012.381338,0.17507862584,3339.2,3.71022222222,5.0,900.0
2011-01-28,0.45,0.00189571731661,22012.381338,0.178361350075,3667.5,3.54005791506,6.0,1036.0
2011-01-29,0.446,0.00279682795207,22012.381338,0.164136211725,3345.0,2.59302325581,5.0,1290.0
2011-01-30,0.48,0.00382437938597,22012.381338,0.179455591486,3936.0,1.78665456196,4.0,2203.0
2011-01-31,0.5,0.00549133300781,22012.381338,0.164136211725,3751.5,2.06694214876,4.0,1815.0
2011-02-01,0.95,0.00212357164095,22012.381338,0.195869212659,8502.5,8.63197969543,4.0,985.0
2011-02-02,0.840099,0.00227322990512,22012.381338,0.177267108663,6804.8019,6.77769113546,4.0,1004.0
2011-02-03,0.75,0.00154036323496,22012.381338,0.163041970314,5587.5,7.19111969112,4.0,777.0
2011-02-04,0.88,0.00145540739361,22012.381338,0.207905868185,8360.0,9.10675381264,5.0,918.0
2011-02-05,0.9167,0.00150191718763,22012.381338,0.200246178305,8387.805,9.45637542277,9.0,887.0
2011-02-06,0.92,0.00159185137068,22012.381338,0.191492247013,8050.0,9.39323220537,12.0,857.0
2011-02-07,0.90585,0.00128659461308,22012.381338,0.225413730769,9330.255,10.2417727772,10.0,911.0
2011-02-08,0.9,0.0014575303987,25997.8799288,0.222286198822,7740.0,9.19239904988,9.0,842.0
2011-02-09,0.935,0.00159895745783,25997.8799288,0.236502176654,8555.25,8.28194578896,10.0,1033.0
2011-02-10,1.1,0.00322489763694,25997.8799288,0.24425634638,10395.0,5.57073954984,10.0,1866.0
2011-02-11,1.0065,0.00366207442359,25997.8799288,0.246841069622,9612.075,3.95070900123,8.0,2433.0
2011-02-12,1.0899,0.00298599945871,25997.8799288,0.245548708001,10354.05,5.44090909091,9.0,1903.0
2011-02-13,1.08,0.00252087443483,25997.8799288,0.263641770696,11016.0,5.98370450842,9.0,1841.0
2011-02-14,1.08,0.00361784042851,25997.8799288,0.240379261517,10046.16,5.07894843276,10.0,1978.0
2011-02-15,1.085,0.00326343752303,25997.8799288,0.273980663665,11501.0,5.07322452581,9.0,2267.0
2011-02-16,1.05019,0.00239859824573,25997.8799288,0.298535534465,12129.6945,5.8824900582,10.0,2062.0
2011-02-17,1.05019,0.00273278951645,25997.8799288,0.310166789054,12602.28,5.58859423503,10.0,2255.0
2011-02-18,1.05019,0.00291683938768,36459.8869251,0.391485054898,11342.052,5.4372253116,9.0,2086.0
2011-02-19,1.02,0.00327633727681,36459.8869251,0.318987822509,8976.0,5.06260575296,9.0,1773.0
2011-02-20,0.954896,0.00249697299714,36459.8869251,0.340736992226,8976.0224,5.28623227326,9.0,1698.0
2011-02-21,0.8796,0.00292854411628,36459.8869251,0.337112130606,8180.28,4.15453529711,7.0,1969.0
2011-02-22,0.869499,0.00287773024361,36459.8869251,0.384235331659,9216.6894,4.2828482342,8.0,2152.0
2011-02-23,0.95,0.00295024055512,36459.8869251,0.44042068676,11542.5,4.82142857143,11.0,2394.0
2011-02-24,0.9499,0.00271926862057,36459.8869251,0.387860193278,10163.93,5.19362800204,12.0,1957.0
2011-02-25,1.0,0.00277365435351,36459.8869251,0.402359639756,11100.0,5.2014995314,17.0,2134.0
2011-02-26,0.988567,0.00239404169212,36459.8869251,0.454920133238,12406.51585,6.31696326375,16.0,1964.0
2011-02-27,0.96,0.00249430174317,55589.5181269,0.748873252295,13008.0,5.75320654578,10.0,2261.0
2011-02-28,0.949231,0.00335686506625,55589.5181269,0.46148277909,7926.07885,4.10252528468,7.0,1932.0
2011-03-01,0.97,0.00460852843065,55589.5181269,0.359238091507,6305.0,3.79819277108,7.0,1660.0
2011-03-02,0.9498,0.00507224382028,55589.5181269,0.467009518959,8025.81,2.69865837256,9.0,2974.0
2011-03-03,0.94,0.00466727168182,55589.5181269,0.505696698044,8606.64,2.86696868754,13.0,3002.0
2011-03-04,0.9392,0.00336836330855,55589.5181269,0.549910616999,9345.9792,4.41056120812,11.0,2119.0
2011-03-05,0.918901,0.00244807837144,55589.5181269,0.732293032687,12176.357151,6.25712083813,12.0,1946.0
2011-03-06,0.910445,0.00270209489045,55589.5181269,0.74610988236,12295.559725,6.41061508081,15.0,1918.0
2011-03-07,0.909,0.00279677370761,55589.5181269,0.649391934647,10685.295,5.04023349057,20.0,2120.0
2011-03-08,0.9072,0.00425190999718,55589.5181269,0.533330397391,8758.1088,3.461703083,20.0,2530.0
2011-03-09,0.883751,0.00372915026508,76192.6193475,0.598433792945,6984.284153,3.90838508842,25.0,1787.0
2011-03-10,0.87,0.00393396265366,76192.6193475,0.450719122535,5178.24,3.47299798793,25.0,1491.0
2011-03-11,0.9329,0.00482818462231,76192.6193475,0.51132001296,6302.6724,2.99130156621,22.0,2107.0
2011-03-12,0.9197,0.00583422445033,76192.6193475,0.518895124263,6300.8647,2.24070579659,24.0,2812.0
2011-03-13,0.9196,0.0057213647025,76192.6193475,0.450719122535,5472.5396,2.21112711111,19.0,2475.0
2011-03-14,0.9,0.00768543308617,76192.6193475,0.443144011232,5266.8,1.7667896679,28.0,2981.0
2011-03-15,0.899885,0.00820722285005,76192.6193475,0.367392898201,4365.342135,1.74683558824,21.0,2499.0
2011-03-16,0.89,0.00631670102681,76192.6193475,0.552983125127,6497.89,2.00738029039,47.0,3237.0
2011-03-17,0.88,0.0066474885431,76192.6193475,0.496169790353,5764.88,1.80830614806,18.0,3188.0
2011-03-18,0.850617,0.00562570406043,76192.6193475,0.522682679914,5870.107917,2.12762157195,29.0,2759.0
2011-03-19,0.824,0.00818553539591,76192.6193475,0.412843566019,4491.624,1.44239691715,14.0,3114.0
2011-03-20,0.79,0.00592024230957,76192.6193475,0.473444456444,4938.29,1.84678010471,12.0,2674.0
2011-03-21,0.7883,0.0137251700124,76192.6193475,0.587071125991,6114.0548,0.835025239006,21.0,7322.0
2011-03-22,0.799646,0.00543975830078,76192.6193475,0.477232012096,5046.565906,2.19320552195,14.0,2301.0
2011-03-23,0.85,0.00900351034628,76192.6193475,0.56055823643,6303.6,1.44313186813,20.0,4368.0
2011-03-24,0.9,0.0047667904904,76192.6193475,0.575708459036,6848.1,3.08751127142,18.0,2218.0
2011-03-25,0.89,0.00458009154708,76192.6193475,0.613584015552,7214.34,3.45679923335,10.0,2087.0
2011-03-26,0.905,0.00715088675208,68977.7846302,0.483475502412,6383.87,2.13721794443,10.0,2987.0
2011-03-27,0.8958,0.00537583095575,68977.7846302,0.524622353681,6857.349,3.0181993838,8.0,2272.0
2011-03-28,0.8575,0.00716325256722,68977.7846302,0.558911396405,6992.055,2.04446052632,9.0,3420.0
2011-03-29,0.8,0.00605584429456,68977.7846302,0.528051257953,6162.4,2.11403087479,9.0,2915.0
2011-03-30,0.795,0.00371779539646,68977.7846302,0.534909066498,6203.385,3.81746769231,12.0,1625.0
2011-03-31,0.80098,0.00389203930845,68977.7846302,0.692638663029,8093.10192,3.66867720762,11.0,2206.0
2011-04-01,0.79997,0.00319292885917,68977.7846302,0.600058247674,7002.13741,4.45145417038,12.0,1573.0
2011-04-02,0.79697,0.00343997894772,68977.7846302,0.648062907488,7532.96044,4.1756986918,11.0,1804.0
2011-04-03,0.7998,0.00325596403933,68977.7846302,0.572627013495,6680.7294,4.1676415471,10.0,1603.0
2011-04-04,0.79,0.00427249272664,68977.7846302,0.617202769036,7113.95,3.05713364847,11.0,2327.0
2011-04-05,0.71,0.00387457101652,68977.7846302,0.692638663029,7174.55,3.1578125,9.0,2272.0
2011-04-06,0.747844,0.00447798804414,82345.644113,0.568985959864,5201.25502,2.94188632353,12.0,1768.0
2011-04-07,0.7677,0.00382647102262,82345.644113,0.663134715812,6220.6731,3.37712980456,12.0,1842.0
2011-04-08,0.799,0.0039912431668,82345.644113,0.638574170782,6234.597,3.66741,12.0,1700.0
2011-04-09,0.7676,0.00379248085262,82345.644113,0.650854443297,6105.4904,3.49084642653,18.0,1749.0
2011-04-10,0.758899,0.00350403218042,82345.644113,0.687695260842,6378.546095,3.85876956745,14.0,1653.0
2011-04-11,0.781,0.00472645945363,82345.644113,0.630387322439,6016.824,3.20214156466,11.0,1879.0
2011-04-12,0.897,0.0049632980438,82345.644113,0.683601836671,7493.538,3.71150965825,13.0,2019.0
2011-04-13,1.0,0.00471953966131,82345.644113,0.822778258508,10053.0,4.05362903226,17.0,2480.0
2011-04-14,0.94,0.00601569567721,82345.644113,0.667228139984,7675.1,2.58595013477,25.0,2968.0
2011-04-15,1.08999,0.00679189187509,82345.644113,0.552612263177,7359.61248,3.67796725637,22.0,2001.0
2011-04-16,1.095,0.00586658751893,82345.644113,0.683601836671,9146.535,4.61946212121,11.0,1980.0
2011-04-17,1.085,0.00455338231633,82345.644113,0.728629502559,9657.585,4.16275215517,13.0,2320.0
2011-04-18,1.1999,0.00609293350807,92347.5909521,0.716137288757,9361.6198,3.45319800812,12.0,2711.0
2011-04-19,1.19,0.00851808372119,92347.5909521,0.647277934068,8395.45,2.3536445192,15.0,3567.0
2011-04-20,1.1979,0.0091688964102,92347.5909521,0.661049805006,8633.2653,2.72085260006,13.0,3173.0
2011-04-21,1.1979,0.00396655689586,92347.5909521,0.757452901569,9886.2687,5.17064262552,14.0,1912.0
2011-04-22,1.332,0.00455158432095,92347.5909521,0.794177890736,11527.128,5.09598938992,23.0,2262.0
2011-04-23,1.549,0.00465102476232,92347.5909521,0.780406019799,13174.245,6.27345,22.0,2100.0
2011-04-24,1.95,0.00646175312091,92347.5909521,0.725318536048,15418.65,6.17734375,17.0,2496.0
2011-04-25,1.701,0.0056828082876,92347.5909521,0.863037245425,16001.307,6.35981995231,21.0,2516.0
2011-04-26,1.73,0.00511223788088,92347.5909521,0.885990363654,16703.15,6.06725390483,23.0,2753.0
2011-04-27,1.95,0.00966201581453,92347.5909521,0.872218492716,18540.6,4.07485714286,14.0,4550.0
2011-04-28,2.65,0.00824212128261,92347.5909521,0.729909159694,21083.4,5.82736318408,15.0,3618.0
2011-04-29,2.7,0.00627500704019,92347.5909521,0.927305976467,27288.9,7.85518134715,15.0,3474.0
